
---------- Begin Simulation Statistics ----------
simSeconds                                   0.241660                       # Number of seconds simulated (Second)
simTicks                                 241660169500                       # Number of ticks simulated (Tick)
finalTick                                241660169500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    521.79                       # Real time elapsed on the host (Second)
hostTickRate                                463134549                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     643452                       # Number of bytes of host memory used (Byte)
simInsts                                    100000005                       # Number of instructions simulated (Count)
simOps                                      100000127                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   191647                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     191647                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        483320367                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.833203                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.206902                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       103929064                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      731                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      103127726                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5033                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3929582                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3496745                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 148                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           483079793                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.213480                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.800324                       # Number of insts issued each cycle (Count)
system.membus.transDist::ReadResp                3432                       # Transaction distribution (Count)
system.membus.transDist::WritebackDirty       8275064                       # Transaction distribution (Count)
system.membus.transDist::CleanEvict               949                       # Transaction distribution (Count)
system.membus.transDist::ReadExReq            8288970                       # Transaction distribution (Count)
system.membus.transDist::ReadExResp           8288970                       # Transaction distribution (Count)
system.membus.transDist::ReadSharedReq           3432                       # Transaction distribution (Count)
system.membus.transDist::InvalidateReq             85                       # Transaction distribution (Count)
system.membus.pktCount_system.l2.mem_side_port::system.mem_ctrls.port     24860902                       # Packet count per connected requestor and responder (Count)
system.membus.pktCount::total                24860902                       # Packet count per connected requestor and responder (Count)
system.membus.pktSize_system.l2.mem_side_port::system.mem_ctrls.port   1060317824                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize::total               1060317824                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.snoops                                0                       # Total snoops (Count)
system.membus.snoopTraffic                          0                       # Total snoop traffic (Byte)
system.membus.snoopFanout::samples            8292487                       # Request fanout histogram (Count)
system.membus.snoopFanout::mean                     0                       # Request fanout histogram (Count)
system.membus.snoopFanout::stdev                    0                       # Request fanout histogram (Count)
system.membus.snoopFanout::underflows               0      0.00%      0.00% # Request fanout histogram (Count)
system.membus.snoopFanout::0                  8292487    100.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::1                        0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::overflows                0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::min_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::max_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::total              8292487                       # Request fanout histogram (Count)
system.membus.power_state.pwrStateResidencyTicks::UNDEFINED 241660169500                       # Cumulative time (in ticks) in various power states (Tick)
system.membus.reqLayer0.occupancy         51751352000                       # Layer occupancy (ticks) (Tick)
system.membus.reqLayer0.utilization               0.2                       # Layer utilization (Ratio)
system.membus.respLayer1.occupancy        43717617000                       # Layer occupancy (ticks) (Tick)
system.membus.respLayer1.utilization              0.2                       # Layer utilization (Ratio)
system.membus.snoop_filter.totRequests       16568500                       # Total number of requests made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleRequests      8276014                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.membus.snoop_filter.totSnoops                0                       # Total number of snoops made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.tol2bus.transDist::ReadResp              43543                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackDirty     16564446                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackClean        41163                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanEvict             2846                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeReq                1                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeResp               1                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExReq           8289217                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExResp          8289217                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadCleanReq          41676                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadSharedReq          1867                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateReq            86                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateResp           86                       # Transaction distribution (Count)
system.tol2bus.pktCount_system.cpu.icache.mem_side_port::system.l2.cpu_side_port       124515                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2.cpu_side_port     24872488                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount::total               24997003                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktSize_system.cpu.icache.mem_side_port::system.l2.cpu_side_port      5301696                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2.cpu_side_port   1061149824                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize::total              1066451520                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.snoops                         8277146                       # Total snoops (Count)
system.tol2bus.snoopTraffic                 529604096                       # Total snoop traffic (Byte)
system.tol2bus.snoopFanout::samples          16609993                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::mean             0.000070                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::stdev            0.008371                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::underflows              0      0.00%      0.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::0                16608829     99.99%     99.99% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::1                    1164      0.01%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::2                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::3                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::4                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::overflows               0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::min_value               0                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::max_value               1                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::total            16609993                       # Request fanout histogram (Count)
system.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED 241660169500                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.reqLayer0.occupancy        16662623000                       # Layer occupancy (ticks) (Tick)
system.tol2bus.reqLayer0.utilization              0.1                       # Layer utilization (Ratio)
system.tol2bus.respLayer0.occupancy          62515497                       # Layer occupancy (ticks) (Tick)
system.tol2bus.respLayer0.utilization             0.0                       # Layer utilization (Ratio)
system.tol2bus.respLayer1.occupancy       12436674989                       # Layer occupancy (ticks) (Tick)
system.tol2bus.respLayer1.utilization             0.1                       # Layer utilization (Ratio)
system.tol2bus.snoop_filter.totRequests      16664156                       # Total number of requests made to the snoop filter. (Count)
system.tol2bus.snoop_filter.hitSingleRequests      8331310                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
